char,dialog,movie,corpus_dialog
GANDALF,spies saruman passage south watched must take pass,THE FELLOWSHIP OF THE RING,"Counter({'spies': 1, 'saruman': 1, 'passage': 1, 'south': 1, 'watched': 1, 'must': 1, 'take': 1, 'pass': 1})"
ARAGORN,boromir,THE FELLOWSHIP OF THE RING,Counter({'boromir': 1})
ARAGORN,boromir give ring frodo,THE FELLOWSHIP OF THE RING,"Counter({'boromir': 1, 'give': 1, 'ring': 1, 'frodo': 1})"
GANDALF,ash nazg durbatulk ash nazg gimbatul ash nazg thra,THE FELLOWSHIP OF THE RING,"Counter({'ash': 3, 'nazg': 3, 'durbatulk': 1, 'gimbatul': 1, 'thra': 1})"
GANDALF,ask pardon master elrond black speech mordor may y,THE FELLOWSHIP OF THE RING,"Counter({'ask': 1, 'pardon': 1, 'master': 1, 'elrond': 1, 'black': 1, 'speech': 1, 'mordor': 1, 'may': 1, 'y': 1})"
ARAGORN,cannot wield none us one ring answers sauron alone,THE FELLOWSHIP OF THE RING,"Counter({'cannot': 1, 'wield': 1, 'none': 1, 'us': 1, 'one': 1, 'ring': 1, 'answers': 1, 'sauron': 1, 'alone': 1})"
ARAGORN,havo dad legolas,THE FELLOWSHIP OF THE RING,"Counter({'havo': 1, 'dad': 1, 'legolas': 1})"
GANDALF,aragorn right cannot use,THE FELLOWSHIP OF THE RING,"Counter({'aragorn': 1, 'right': 1, 'cannot': 1, 'use': 1})"
GIMLI,waiting,THE FELLOWSHIP OF THE RING,Counter({'waiting': 1})
GIMLI,failed,THE TWO TOWERS,Counter({'failed': 1})
ARAGORN,hobbit lay hereand,THE TWO TOWERS,"Counter({'hobbit': 1, 'lay': 1, 'hereand': 1})"
ARAGORN,crawled hands bound,THE TWO TOWERS,"Counter({'crawled': 1, 'hands': 1, 'bound': 1})"
ARAGORN,bonds cut,THE TWO TOWERS,"Counter({'bonds': 1, 'cut': 1})"
ARAGORN,ran followed,THE TWO TOWERS,"Counter({'ran': 1, 'followed': 1})"
MERRY,belt run,THE TWO TOWERS,"Counter({'belt': 1, 'run': 1})"
ARAGORN,tracks lead away battle,THE TWO TOWERS,"Counter({'tracks': 1, 'lead': 1, 'away': 1, 'battle': 1})"
ARAGORN,fangorn forest,THE TWO TOWERS,"Counter({'fangorn': 1, 'forest': 1})"
GIMLI,fangornwhat madness drove,THE TWO TOWERS,"Counter({'fangornwhat': 1, 'madness': 1, 'drove': 1})"
GANDALF,theodenson thengeltoo long sat shadows,THE TWO TOWERS,"Counter({'theodenson': 1, 'thengeltoo': 1, 'long': 1, 'sat': 1, 'shadows': 1})"
GIMLI,would stay still,THE TWO TOWERS,"Counter({'would': 1, 'stay': 1, 'still': 1})"
GANDALF,hearken release youfrom spell,THE TWO TOWERS,"Counter({'hearken': 1, 'release': 1, 'youfrom': 1, 'spell': 1})"
THEODEN,power gandalf,THE TWO TOWERS,"Counter({'power': 1, 'gandalf': 1})"
GANDALF,draw saruman poison drawn wound,THE TWO TOWERS,"Counter({'draw': 1, 'saruman': 1, 'poison': 1, 'drawn': 1, 'wound': 1})"
THEODEN,go theoden dies,THE TWO TOWERS,"Counter({'go': 1, 'theoden': 1, 'dies': 1})"
GANDALF,kill meyou kill,THE TWO TOWERS,"Counter({'kill': 2, 'meyou': 1})"
THEODEN,rohan mine,THE TWO TOWERS,"Counter({'rohan': 1, 'mine': 1})"
THEODEN,know face eowyn eowyn gandalf,THE TWO TOWERS,"Counter({'eowyn': 2, 'know': 1, 'face': 1, 'gandalf': 1})"
GANDALF,breathe free air friend,THE TWO TOWERS,"Counter({'breathe': 1, 'free': 1, 'air': 1, 'friend': 1})"
THEODEN,dark dreams late,THE TWO TOWERS,"Counter({'dark': 1, 'dreams': 1, 'late': 1})"
ARAGORN,man cenich,THE TWO TOWERS,"Counter({'man': 1, 'cenich': 1})"
ARAGORN,let speakhe put spell us,THE TWO TOWERS,"Counter({'let': 1, 'speakhe': 1, 'put': 1, 'spell': 1, 'us': 1})"
ARAGORN,must quick,THE TWO TOWERS,"Counter({'must': 1, 'quick': 1})"
ARAGORN,youshow,THE TWO TOWERS,Counter({'youshow': 1})
ARAGORN,cannot,THE TWO TOWERS,Counter({'cannot': 1})
GANDALF,sarumanor rather sarumanas,THE TWO TOWERS,"Counter({'sarumanor': 1, 'rather': 1, 'sarumanas': 1})"
GANDALF,fireand water,THE TWO TOWERS,"Counter({'fireand': 1, 'water': 1})"
GANDALF,lowest dungeonto highest peak fought balrogof morg,THE TWO TOWERS,"Counter({'lowest': 1, 'dungeonto': 1, 'highest': 1, 'peak': 1, 'fought': 1, 'balrogof': 1, 'morg': 1})"
GANDALF,last threw downmy enemyand smote ruinupon mountain,THE TWO TOWERS,"Counter({'last': 1, 'threw': 1, 'downmy': 1, 'enemyand': 1, 'smote': 1, 'ruinupon': 1, 'mountain': 1})"
GOLLUM,hide hide,THE RETURN OF THE KING,Counter({'hide': 2})
FRODO,feel blade,THE RETURN OF THE KING,"Counter({'feel': 1, 'blade': 1})"
GANDALF,come last great battle time,THE RETURN OF THE KING,"Counter({'come': 1, 'last': 1, 'great': 1, 'battle': 1, 'time': 1})"
GOLLUM,come away hobbits climb must climb,THE RETURN OF THE KING,"Counter({'climb': 2, 'come': 1, 'away': 1, 'hobbits': 1, 'must': 1})"
GANDALF,board set pieces moving,THE RETURN OF THE KING,"Counter({'board': 1, 'set': 1, 'pieces': 1, 'moving': 1})"
GOLLUM,stairs go tunnel,THE RETURN OF THE KING,"Counter({'stairs': 1, 'go': 1, 'tunnel': 1})"
SAM,hey whats tunnel listen listen good proper anythin,THE RETURN OF THE KING,"Counter({'listen': 2, 'hey': 1, 'whats': 1, 'tunnel': 1, 'good': 1, 'proper': 1, 'anythin': 1})"
SAM,nothing clearing something,THE RETURN OF THE KING,"Counter({'nothing': 1, 'clearing': 1, 'something': 1})"
GANDALF,gwaihir go gwaihir,THE FELLOWSHIP OF THE RING,"Counter({'gwaihir': 2, 'go': 1})"
PIPPIN,saying,THE FELLOWSHIP OF THE RING,Counter({'saying': 1})
FRODO,go sam ask rosie dance,THE FELLOWSHIP OF THE RING,"Counter({'go': 1, 'sam': 1, 'ask': 1, 'rosie': 1, 'dance': 1})"
GOLLUM,precious,THE FELLOWSHIP OF THE RING,Counter({'precious': 1})
GOLLUM,came love precious,THE FELLOWSHIP OF THE RING,"Counter({'came': 1, 'love': 1, 'precious': 1})"
GIMLI,regurgitation,THE RETURN OF THE KING,Counter({'regurgitation': 1})
GIMLI,last one standing wins heh heh heh,THE RETURN OF THE KING,"Counter({'heh': 3, 'last': 1, 'one': 1, 'standing': 1, 'wins': 1})"
THEODEN,happy honourable man,THE RETURN OF THE KING,"Counter({'happy': 1, 'honourable': 1, 'man': 1})"
THEODEN,theoden rohan led people victory,THE RETURN OF THE KING,"Counter({'theoden': 1, 'rohan': 1, 'led': 1, 'people': 1, 'victory': 1})"
THEODEN,ach dont listen young tonight,THE RETURN OF THE KING,"Counter({'ach': 1, 'dont': 1, 'listen': 1, 'young': 1, 'tonight': 1})"
GIMLI,heh heh heh heh raaar dwarves go swimming little h,THE RETURN OF THE KING,"Counter({'heh': 4, 'raaar': 1, 'dwarves': 1, 'go': 1, 'swimming': 1, 'little': 1, 'h': 1})"
GIMLI,heh heh heh say cant hold liquor,THE RETURN OF THE KING,"Counter({'heh': 3, 'say': 1, 'cant': 1, 'hold': 1, 'liquor': 1})"
PIPPIN,nothings happening,THE FELLOWSHIP OF THE RING,"Counter({'nothings': 1, 'happening': 1})"
GANDALF,knew every spell tongues elves men orcs,THE FELLOWSHIP OF THE RING,"Counter({'knew': 1, 'every': 1, 'spell': 1, 'tongues': 1, 'elves': 1, 'men': 1, 'orcs': 1})"
PIPPIN,whatre going,THE FELLOWSHIP OF THE RING,"Counter({'whatre': 1, 'going': 1})"
GANDALF,knock head doors peregrin took shatter im allowed ,THE FELLOWSHIP OF THE RING,"Counter({'knock': 1, 'head': 1, 'doors': 1, 'peregrin': 1, 'took': 1, 'shatter': 1, 'im': 1, 'allowed': 1})"
GANDALF,ando eldarinwaa lasta quettanya fenda casarinwa,THE FELLOWSHIP OF THE RING,"Counter({'ando': 1, 'eldarinwaa': 1, 'lasta': 1, 'quettanya': 1, 'fenda': 1, 'casarinwa': 1})"
ARAGORN,mines place pony even one brave bill,THE FELLOWSHIP OF THE RING,"Counter({'mines': 1, 'place': 1, 'pony': 1, 'even': 1, 'one': 1, 'brave': 1, 'bill': 1})"
SAM,bubye bill,THE FELLOWSHIP OF THE RING,"Counter({'bubye': 1, 'bill': 1})"
ARAGORN,go go dont worry sam knows way home,THE FELLOWSHIP OF THE RING,"Counter({'go': 2, 'dont': 1, 'worry': 1, 'sam': 1, 'knows': 1, 'way': 1, 'home': 1})"
ARAGORN,disturb water,THE FELLOWSHIP OF THE RING,"Counter({'disturb': 1, 'water': 1})"
GANDALF,oh useless,THE FELLOWSHIP OF THE RING,"Counter({'oh': 1, 'useless': 1})"
FRODO,riddle,THE FELLOWSHIP OF THE RING,Counter({'riddle': 1})
FRODO,speak friend enter whats elvish word friend,THE FELLOWSHIP OF THE RING,"Counter({'friend': 2, 'speak': 1, 'enter': 1, 'whats': 1, 'elvish': 1, 'word': 1})"
GANDALF,mellon,THE FELLOWSHIP OF THE RING,Counter({'mellon': 1})
GOLLUM,ashes dust thirst isand pits pits pitsand orcses t,THE TWO TOWERS,"Counter({'pits': 2, 'ashes': 1, 'dust': 1, 'thirst': 1, 'isand': 1, 'pitsand': 1, 'orcses': 1, 't': 1})"
SAM,hey come back come backthere tell youhes run old v,THE TWO TOWERS,"Counter({'come': 2, 'hey': 1, 'back': 1, 'backthere': 1, 'tell': 1, 'youhes': 1, 'run': 1, 'old': 1, 'v': 1})"
PIPPIN,merrymerry,THE TWO TOWERS,Counter({'merrymerry': 1})
PIPPIN,merry merry wake,THE TWO TOWERS,"Counter({'merry': 2, 'wake': 1})"
PIPPIN,friend sickhe needs water please,THE TWO TOWERS,"Counter({'friend': 1, 'sickhe': 1, 'needs': 1, 'water': 1, 'please': 1})"
PIPPIN,leave alone,THE TWO TOWERS,"Counter({'leave': 1, 'alone': 1})"
MERRY,yes pippin point hes clearly reacting run,THE FELLOWSHIP OF THE RING,"Counter({'yes': 1, 'pippin': 1, 'point': 1, 'hes': 1, 'clearly': 1, 'reacting': 1, 'run': 1})"
PIPPIN,ooh close,THE FELLOWSHIP OF THE RING,"Counter({'ooh': 1, 'close': 1})"
MERRY,oh think ive broken something,THE FELLOWSHIP OF THE RING,"Counter({'oh': 1, 'think': 1, 'ive': 1, 'broken': 1, 'something': 1})"
SAM,trust brandybuck took,THE FELLOWSHIP OF THE RING,"Counter({'trust': 1, 'brandybuck': 1, 'took': 1})"
MERRY,detour shortcut,THE FELLOWSHIP OF THE RING,"Counter({'detour': 1, 'shortcut': 1})"
SAM,shortcut,THE FELLOWSHIP OF THE RING,Counter({'shortcut': 1})
PIPPIN,mushrooms,THE FELLOWSHIP OF THE RING,Counter({'mushrooms': 1})
FRODO,think get road,THE FELLOWSHIP OF THE RING,"Counter({'think': 1, 'get': 1, 'road': 1})"
FRODO,get road quick,THE FELLOWSHIP OF THE RING,"Counter({'get': 1, 'road': 1, 'quick': 1})"
SAM,ssh quiet,THE FELLOWSHIP OF THE RING,"Counter({'ssh': 1, 'quiet': 1})"
SAM,anything,THE FELLOWSHIP OF THE RING,Counter({'anything': 1})
FRODO,nothing,THE FELLOWSHIP OF THE RING,Counter({'nothing': 1})
GANDALF,saruman,THE FELLOWSHIP OF THE RING,Counter({'saruman': 1})
ARAGORN,hes trying bring mountain gandalf must turn back,THE FELLOWSHIP OF THE RING,"Counter({'hes': 1, 'trying': 1, 'bring': 1, 'mountain': 1, 'gandalf': 1, 'must': 1, 'turn': 1, 'back': 1})"
GANDALF,losto caradhras sedho hodo nuitho ruith,THE FELLOWSHIP OF THE RING,"Counter({'losto': 1, 'caradhras': 1, 'sedho': 1, 'hodo': 1, 'nuitho': 1, 'ruith': 1})"
ARAGORN,gap rohan takes us close isengard,THE FELLOWSHIP OF THE RING,"Counter({'gap': 1, 'rohan': 1, 'takes': 1, 'us': 1, 'close': 1, 'isengard': 1})"
GIMLI,cannot pass mountain let us go let us go mines mor,THE FELLOWSHIP OF THE RING,"Counter({'let': 2, 'us': 2, 'go': 2, 'cannot': 1, 'pass': 1, 'mountain': 1, 'mines': 1, 'mor': 1})"
GIMLI,suppose think youre one,THE FELLOWSHIP OF THE RING,"Counter({'suppose': 1, 'think': 1, 'youre': 1, 'one': 1})"
GIMLI,dead see ring hands elf,THE FELLOWSHIP OF THE RING,"Counter({'dead': 1, 'see': 1, 'ring': 1, 'hands': 1, 'elf': 1})"
GIMLI,never trust elf,THE FELLOWSHIP OF THE RING,"Counter({'never': 1, 'trust': 1, 'elf': 1})"
GANDALF,understand bicker amongst saurons power grows none,THE FELLOWSHIP OF THE RING,"Counter({'understand': 1, 'bicker': 1, 'amongst': 1, 'saurons': 1, 'power': 1, 'grows': 1, 'none': 1})"
GANDALF,fingers would remember old strength betterif grasp,THE TWO TOWERS,"Counter({'fingers': 1, 'would': 1, 'remember': 1, 'old': 1, 'strength': 1, 'betterif': 1, 'grasp': 1})"
THEODEN,leechcraft would crawling fours like beast,THE TWO TOWERS,"Counter({'leechcraft': 1, 'would': 1, 'crawling': 1, 'fours': 1, 'like': 1, 'beast': 1})"
ARAGORN,lord lord let go enough blood spilt account,THE TWO TOWERS,"Counter({'lord': 2, 'let': 1, 'go': 1, 'enough': 1, 'blood': 1, 'spilt': 1, 'account': 1})"
THEODEN,theodred son,THE TWO TOWERS,"Counter({'theodred': 1, 'son': 1})"
GANDALF,darkness took meand strayed thoughtand time,THE TWO TOWERS,"Counter({'darkness': 1, 'took': 1, 'meand': 1, 'strayed': 1, 'thoughtand': 1, 'time': 1})"
GANDALF,stars wheeled overheadand every day longas life ag,THE TWO TOWERS,"Counter({'stars': 1, 'wheeled': 1, 'overheadand': 1, 'every': 1, 'day': 1, 'longas': 1, 'life': 1, 'ag': 1})"
GANDALF,ive sent back task done,THE TWO TOWERS,"Counter({'ive': 1, 'sent': 1, 'back': 1, 'task': 1, 'done': 1})"
ARAGORN,gandalf,THE TWO TOWERS,Counter({'gandalf': 1})
GANDALF,gandalf yesthat used call megandalf greythat name,THE TWO TOWERS,"Counter({'gandalf': 1, 'yesthat': 1, 'used': 1, 'call': 1, 'megandalf': 1, 'greythat': 1, 'name': 1})"
GIMLI,gandalf,THE TWO TOWERS,Counter({'gandalf': 1})
GANDALF,gandalf whiteand come back nowat turn tide,THE TWO TOWERS,"Counter({'gandalf': 1, 'whiteand': 1, 'come': 1, 'back': 1, 'nowat': 1, 'turn': 1, 'tide': 1})"
GANDALF,one stage journey overanother begins must travel e,THE TWO TOWERS,"Counter({'one': 1, 'stage': 1, 'journey': 1, 'overanother': 1, 'begins': 1, 'must': 1, 'travel': 1, 'e': 1})"
GIMLI,edorasthat short distance,THE TWO TOWERS,"Counter({'edorasthat': 1, 'short': 1, 'distance': 1})"
ARAGORN,hear trouble rohanit goes ill king,THE TWO TOWERS,"Counter({'hear': 1, 'trouble': 1, 'rohanit': 1, 'goes': 1, 'ill': 1, 'king': 1})"
GANDALF,yes easily cured,THE TWO TOWERS,"Counter({'yes': 1, 'easily': 1, 'cured': 1})"
GIMLI,run way nothingare leave poor hobbits herein horri,THE TWO TOWERS,"Counter({'run': 1, 'way': 1, 'nothingare': 1, 'leave': 1, 'poor': 1, 'hobbits': 1, 'herein': 1, 'horri': 1})"
GANDALF,mere chance thatbrought merry pippin fangorna grea,THE TWO TOWERS,"Counter({'mere': 1, 'chance': 1, 'thatbrought': 1, 'merry': 1, 'pippin': 1, 'fangorna': 1, 'grea': 1})"
ARAGORN,one thing changeddear friend still speak riddles,THE TWO TOWERS,"Counter({'one': 1, 'thing': 1, 'changeddear': 1, 'friend': 1, 'still': 1, 'speak': 1, 'riddles': 1})"
GANDALF,thing happen nothappened since elder daysthe ents ,THE TWO TOWERS,"Counter({'thing': 1, 'happen': 1, 'nothappened': 1, 'since': 1, 'elder': 1, 'daysthe': 1, 'ents': 1})"
FRODO,proud cheers gaffer,THE FELLOWSHIP OF THE RING,"Counter({'proud': 1, 'cheers': 1, 'gaffer': 1})"
SAM,oi mind youre sweet talking,THE FELLOWSHIP OF THE RING,"Counter({'oi': 1, 'mind': 1, 'youre': 1, 'sweet': 1, 'talking': 1})"
FRODO,dont worry sam rosie knows idiot sees one,THE FELLOWSHIP OF THE RING,"Counter({'dont': 1, 'worry': 1, 'sam': 1, 'rosie': 1, 'knows': 1, 'idiot': 1, 'sees': 1, 'one': 1})"
FRODO,good night sam,THE FELLOWSHIP OF THE RING,"Counter({'good': 1, 'night': 1, 'sam': 1})"
GANDALF,secret safe,THE FELLOWSHIP OF THE RING,"Counter({'secret': 1, 'safe': 1})"
GANDALF,hold hand frodo quite cool see see anything,THE FELLOWSHIP OF THE RING,"Counter({'see': 2, 'hold': 1, 'hand': 1, 'frodo': 1, 'quite': 1, 'cool': 1, 'anything': 1})"
FRODO,nothing theres nothing wait markings form elvish c,THE FELLOWSHIP OF THE RING,"Counter({'nothing': 2, 'theres': 1, 'wait': 1, 'markings': 1, 'form': 1, 'elvish': 1, 'c': 1})"
GANDALF,language mordor utter,THE FELLOWSHIP OF THE RING,"Counter({'language': 1, 'mordor': 1, 'utter': 1})"
SAM,ah think ill another ale,THE FELLOWSHIP OF THE RING,"Counter({'ah': 1, 'think': 1, 'ill': 1, 'another': 1, 'ale': 1})"
FRODO,oh dont go,THE FELLOWSHIP OF THE RING,"Counter({'oh': 1, 'dont': 1, 'go': 1})"
MERRY,quickly,THE FELLOWSHIP OF THE RING,Counter({'quickly': 1})
MERRY,big one big one,THE FELLOWSHIP OF THE RING,"Counter({'big': 2, 'one': 2})"
FRODO,bilbo gaffers homebrew,THE FELLOWSHIP OF THE RING,"Counter({'bilbo': 1, 'gaffers': 1, 'homebrew': 1})"
GANDALF,passed realm gondor,THE RETURN OF THE KING,"Counter({'passed': 1, 'realm': 1, 'gondor': 1})"
GANDALF,minas tirith city kings,THE RETURN OF THE KING,"Counter({'minas': 1, 'tirith': 1, 'city': 1, 'kings': 1})"
PIPPIN,tree gandalf gandalf,THE RETURN OF THE KING,"Counter({'gandalf': 2, 'tree': 1})"
GANDALF,yes white tree gondor tree king lord denethor howe,THE RETURN OF THE KING,"Counter({'tree': 2, 'yes': 1, 'white': 1, 'gondor': 1, 'king': 1, 'lord': 1, 'denethor': 1, 'howe': 1})"
GANDALF,listen carefully lord denethor boromirs father giv,THE RETURN OF THE KING,"Counter({'listen': 1, 'carefully': 1, 'lord': 1, 'denethor': 1, 'boromirs': 1, 'father': 1, 'giv': 1})"
GANDALF,hail denethor son ecthelion lord steward gondor,THE RETURN OF THE KING,"Counter({'hail': 1, 'denethor': 1, 'son': 1, 'ecthelion': 1, 'lord': 1, 'steward': 1, 'gondor': 1})"
GOLLUM,lost precious lost,THE FELLOWSHIP OF THE RING,"Counter({'lost': 2, 'precious': 1})"
GANDALF,hmm hmm hmm hmm door began hmm hmm hmm hmm,THE FELLOWSHIP OF THE RING,"Counter({'hmm': 8, 'door': 1, 'began': 1})"
GANDALF,must follow road goes ever door began far ahead ro,THE FELLOWSHIP OF THE RING,"Counter({'must': 1, 'follow': 1, 'road': 1, 'goes': 1, 'ever': 1, 'door': 1, 'began': 1, 'far': 1, 'ahead': 1, 'ro': 1})"
FRODO,youre late,THE FELLOWSHIP OF THE RING,"Counter({'youre': 1, 'late': 1})"
MERRY,pippin,THE RETURN OF THE KING,Counter({'pippin': 1})
MERRY,thank win,THE RETURN OF THE KING,"Counter({'thank': 1, 'win': 1})"
ARAGORN,news frodo,THE RETURN OF THE KING,"Counter({'news': 1, 'frodo': 1})"
GANDALF,word nothing,THE RETURN OF THE KING,"Counter({'word': 1, 'nothing': 1})"
ARAGORN,time every day frodo moves closer mordor,THE RETURN OF THE KING,"Counter({'time': 1, 'every': 1, 'day': 1, 'frodo': 1, 'moves': 1, 'closer': 1, 'mordor': 1})"
ARAGORN,heart tell,THE RETURN OF THE KING,"Counter({'heart': 1, 'tell': 1})"
GANDALF,frodo alive yes yes hes alive,THE RETURN OF THE KING,"Counter({'alive': 2, 'yes': 2, 'frodo': 1, 'hes': 1})"
GOLLUM,risky risky thieves stole us kill kill kill,THE RETURN OF THE KING,"Counter({'kill': 3, 'risky': 2, 'thieves': 1, 'stole': 1, 'us': 1})"
GOLLUM,sshh quiet mustnt wake mustnt ruin,THE RETURN OF THE KING,"Counter({'mustnt': 2, 'sshh': 1, 'quiet': 1, 'wake': 1, 'ruin': 1})"
GOLLUM,whats saying precious love smeagol losing nerve,THE RETURN OF THE KING,"Counter({'whats': 1, 'saying': 1, 'precious': 1, 'love': 1, 'smeagol': 1, 'losing': 1, 'nerve': 1})"
GIMLI,soon mr elf enjoy fabelled hospitality dwarves roa,THE FELLOWSHIP OF THE RING,"Counter({'soon': 1, 'mr': 1, 'elf': 1, 'enjoy': 1, 'fabelled': 1, 'hospitality': 1, 'dwarves': 1, 'roa': 1})"
GIMLI,friend home cousin balin call mine,THE FELLOWSHIP OF THE RING,"Counter({'friend': 1, 'home': 1, 'cousin': 1, 'balin': 1, 'call': 1, 'mine': 1})"
GIMLI,nooooo noooooooooooooooooo,THE FELLOWSHIP OF THE RING,"Counter({'nooooo': 1, 'noooooooooooooooooo': 1})"
MERRY,hello pip,THE TWO TOWERS,"Counter({'hello': 1, 'pip': 1})"
PIPPIN,youre hurt,THE TWO TOWERS,"Counter({'youre': 1, 'hurt': 1})"
MERRY,im fine lt act,THE TWO TOWERS,"Counter({'im': 1, 'fine': 1, 'lt': 1, 'act': 1})"
MERRY,see fooled toodont worry pippin,THE TWO TOWERS,"Counter({'see': 1, 'fooled': 1, 'toodont': 1, 'worry': 1, 'pippin': 1})"
PIPPIN,aragorn,THE TWO TOWERS,Counter({'aragorn': 1})
MERRY,black rider looking something someone walks frodo ,THE FELLOWSHIP OF THE RING,"Counter({'black': 1, 'rider': 1, 'looking': 1, 'something': 1, 'someone': 1, 'walks': 1, 'frodo': 1})"
FRODO,leave shire sam must get bree,THE FELLOWSHIP OF THE RING,"Counter({'leave': 1, 'shire': 1, 'sam': 1, 'must': 1, 'get': 1, 'bree': 1})"
MERRY,right bucklebury ferry follow,THE FELLOWSHIP OF THE RING,"Counter({'right': 1, 'bucklebury': 1, 'ferry': 1, 'follow': 1})"
MERRY,frodo way follow,THE FELLOWSHIP OF THE RING,"Counter({'frodo': 1, 'way': 1, 'follow': 1})"
MERRY,follow run,THE FELLOWSHIP OF THE RING,"Counter({'follow': 1, 'run': 1})"
MERRY,get rope sam,THE FELLOWSHIP OF THE RING,"Counter({'get': 1, 'rope': 1, 'sam': 1})"
PIPPIN,run frodo,THE FELLOWSHIP OF THE RING,"Counter({'run': 1, 'frodo': 1})"
PIPPIN,frodo come,THE FELLOWSHIP OF THE RING,"Counter({'frodo': 1, 'come': 1})"
GANDALF,let ringbearer decide,THE FELLOWSHIP OF THE RING,"Counter({'let': 1, 'ringbearer': 1, 'decide': 1})"
FRODO,go mines,THE FELLOWSHIP OF THE RING,"Counter({'go': 1, 'mines': 1})"
GIMLI,strong oh thats good,THE TWO TOWERS,"Counter({'strong': 1, 'oh': 1, 'thats': 1, 'good': 1})"
GANDALF,stop fretting master dwarfmerry pippin quite safei,THE TWO TOWERS,"Counter({'stop': 1, 'fretting': 1, 'master': 1, 'dwarfmerry': 1, 'pippin': 1, 'quite': 1, 'safei': 1})"
GIMLI,new gandalfs grumpythan old one,THE TWO TOWERS,"Counter({'new': 1, 'gandalfs': 1, 'grumpythan': 1, 'old': 1, 'one': 1})"
GANDALF,shadowfaxhe lord horsesand friendthrough many dang,THE TWO TOWERS,"Counter({'shadowfaxhe': 1, 'lord': 1, 'horsesand': 1, 'friendthrough': 1, 'many': 1, 'dang': 1})"
MERRY,ls much,THE TWO TOWERS,"Counter({'ls': 1, 'much': 1})"
FRODO,mordor,THE FELLOWSHIP OF THE RING,Counter({'mordor': 1})
GANDALF,common tongue says,THE FELLOWSHIP OF THE RING,"Counter({'common': 1, 'tongue': 1, 'says': 1})"
MERRY,youre supposed stick ground,THE FELLOWSHIP OF THE RING,"Counter({'youre': 1, 'supposed': 1, 'stick': 1, 'ground': 1})"
PIPPIN,ground,THE FELLOWSHIP OF THE RING,Counter({'ground': 1})
MERRY,outside,THE FELLOWSHIP OF THE RING,Counter({'outside': 1})
FRODO,bilbo bilbo watch dragon,THE FELLOWSHIP OF THE RING,"Counter({'bilbo': 2, 'watch': 1, 'dragon': 1})"
PIPPIN,lets get another one,THE FELLOWSHIP OF THE RING,"Counter({'lets': 1, 'get': 1, 'another': 1, 'one': 1})"
GANDALF,meriadoc brandybuck peregrin took might known,THE FELLOWSHIP OF THE RING,"Counter({'meriadoc': 1, 'brandybuck': 1, 'peregrin': 1, 'took': 1, 'might': 1, 'known': 1})"
FRODO,speech,THE FELLOWSHIP OF THE RING,Counter({'speech': 1})
GANDALF,come tidings dark hour counsel,THE RETURN OF THE KING,"Counter({'come': 1, 'tidings': 1, 'dark': 1, 'hour': 1, 'counsel': 1})"
PIPPIN,boromir died save us kinsman fell defending us man,THE RETURN OF THE KING,"Counter({'us': 2, 'boromir': 1, 'died': 1, 'save': 1, 'kinsman': 1, 'fell': 1, 'defending': 1, 'man': 1})"
GANDALF,pippin,THE RETURN OF THE KING,Counter({'pippin': 1})
PIPPIN,offer service payment debt,THE RETURN OF THE KING,"Counter({'offer': 1, 'service': 1, 'payment': 1, 'debt': 1})"
PIPPIN,mightiest man may slain one arrow boromir pierced ,THE RETURN OF THE KING,"Counter({'mightiest': 1, 'man': 1, 'may': 1, 'slain': 1, 'one': 1, 'arrow': 1, 'boromir': 1, 'pierced': 1})"
GANDALF,lord time grieve boromir war coming enemy doorstep,THE RETURN OF THE KING,"Counter({'lord': 1, 'time': 1, 'grieve': 1, 'boromir': 1, 'war': 1, 'coming': 1, 'enemy': 1, 'doorstep': 1})"
GANDALF,authority given deny return king steward,THE RETURN OF THE KING,"Counter({'authority': 1, 'given': 1, 'deny': 1, 'return': 1, 'king': 1, 'steward': 1})"
GANDALF,turned vain ambition would use even grief cloak th,THE RETURN OF THE KING,"Counter({'turned': 1, 'vain': 1, 'ambition': 1, 'would': 1, 'use': 1, 'even': 1, 'grief': 1, 'cloak': 1, 'th': 1})"
GANDALF,wizard never late frodo baggins early arrives prec,THE FELLOWSHIP OF THE RING,"Counter({'wizard': 1, 'never': 1, 'late': 1, 'frodo': 1, 'baggins': 1, 'early': 1, 'arrives': 1, 'prec': 1})"
FRODO,wonderful see gandalf,THE FELLOWSHIP OF THE RING,"Counter({'wonderful': 1, 'see': 1, 'gandalf': 1})"
GANDALF,didnt think id miss uncle bilbos birthday,THE FELLOWSHIP OF THE RING,"Counter({'didnt': 1, 'think': 1, 'id': 1, 'miss': 1, 'uncle': 1, 'bilbos': 1, 'birthday': 1})"
GANDALF,old rascal hear going party special significance,THE FELLOWSHIP OF THE RING,"Counter({'old': 1, 'rascal': 1, 'hear': 1, 'going': 1, 'party': 1, 'special': 1, 'significance': 1})"
FRODO,know bilbo hes got whole place uproar,THE FELLOWSHIP OF THE RING,"Counter({'know': 1, 'bilbo': 1, 'hes': 1, 'got': 1, 'whole': 1, 'place': 1, 'uproar': 1})"
GANDALF,well please,THE FELLOWSHIP OF THE RING,"Counter({'well': 1, 'please': 1})"
FRODO,half shires invited rest turning anyway,THE FELLOWSHIP OF THE RING,"Counter({'half': 1, 'shires': 1, 'invited': 1, 'rest': 1, 'turning': 1, 'anyway': 1})"
